GDP	Timestamp	DiscountRate	Spread
2833.66	462.0650	220.8	0.7
2834.12	462.3684	218.8	2.3
2835.22	463.1675	223.8	1.4
2836.32	463.9711	223.4	1.7
2837.43	464.7262	227.3	1.3
2838.53	465.4514	231.4	1.1
2839.62	466.1623	231.4	1.3
2840.71	466.8615	231.2	1.2
2841.81	467.5669	233.0	1.4
2842.92	468.2782	232.9	1.2
2844.02	468.9657	231.3	1.2
2845.11	469.6248	237.1	1.8
2846.22	470.2767	242.0	0.2
2846.86	470.6426	240.9	0.4
2847.33	470.9066	252.8	2.5
2848.05	471.3148	249.3	2.7
2848.42	471.5263	242.6	0.6
2849.53	472.1486	243.3	1.3
2850.63	472.7770	246.7	1.6
2851.72	473.4265	243.7	1.4
2852.82	474.1013	239.7	1.9
2853.91	474.7688	239.1	1.2
2855.03	475.4587	238.3	2.0
2856.12	476.1480	238.5	1.4
2857.22	476.8458	237.6	1.6
2858.32	477.5339	236.4	2.1
2859.43	478.2337	236.5	1.7
2860.51	478.9298	232.8	0.8
2861.62	479.6456	230.6	0.5
2862.72	480.3603	230.8	1.0
2863.83	481.1017	228.2	1.7
2864.93	481.8509	230.8	1.4
2866.02	482.6098	231.2	0.8
2867.13	483.3798	232.0	1.6
2868.23	484.1332	232.2	1.4
2869.32	484.8764	234.1	0.8
2870.42	485.6214	233.9	1.1
2871.52	486.3940	235.5	1.8
2872.62	487.1782	236.0	2.1
2873.72	487.9382	238.2	0.9
2874.82	488.7019	237.0	0.8
2875.92	489.5283	240.3	0.7
2877.02	490.3928	233.4	1.0
2878.12	491.2648	236.4	1.4
2879.22	492.1293	235.2	0.5
2880.32	492.9776	242.0	0.8
2881.42	493.8349	238.2	1.0
2882.52	494.7028	239.2	1.2
2883.62	495.5606	241.5	1.3
2884.72	496.4062	243.0	0.5
2885.82	497.2309	247.2	2.2
2886.92	498.0410	246.2	2.6
2888.02	498.8552	245.5	1.1
2889.12	499.6435	245.3	1.3
2890.22	500.4208	247.7	1.4
2891.32	501.1984	245.5	0.8
2892.42	501.9672	243.5	0.7
2895.71	504.2388	241.9	1.4
2896.82	504.9883	236.8	0.8
2897.92	505.7537	235.8	1.2
2899.02	506.5636	233.7	0.7
2900.12	507.3767	230.3	0.8
2901.22	508.2157	227.8	0.6
2902.32	509.0692	224.7	1.9
2903.42	509.9178	222.7	1.0
2904.51	510.7438	221.2	1.2
2905.62	511.5749	220.3	0.5
2906.72	512.3782	220.7	0.9
2907.36	512.8412	214.5	0.5
2907.82	513.1751	211.4	2.2
2908.48	513.6822	204.4	0.6
2908.92	514.0346	200.0	0.8
2909.65	514.6541	195.1	0.7
2910.02	514.9781	193.8	0.8
2910.66	515.5503	190.5	1.7
2911.12	515.9667	199.8	1.2
2912.22	517.0036	199.4	0.8
2913.33	518.0638	205.0	0.9
2914.42	519.1007	206.4	0.7
2915.52	520.1303	212.9	1.3
2916.62	521.1522	211.2	0.7
2917.72	522.1817	205.0	0.8
2918.82	523.2604	203.6	1.2
2919.92	524.3401	208.1	0.8
2921.00	525.3910	210.3	1.6
2922.12	526.4783	209.6	1.6
2923.22	527.5677	209.7	0.8
2924.32	528.7398	204.6	1.9
2925.42	529.9218	202.5	1.6
2926.07	530.5936	208.8	0.7
2926.52	531.0620	213.6	0.9
2927.62	532.1835	215.2	0.5
2928.72	533.2231	219.9	0.5
2929.82	534.1784	221.7	1.4
2930.48	534.7684	222.3	0.9
2930.92	535.1680	226.3	0.9
2931.65	535.8602	222.1	1.1
2932.02	536.2193	220.3	0.3
2933.12	537.2038	223.6	1.1
2934.22	538.1133	224.3	2.2
2935.32	538.9489	226.7	1.2
2936.42	539.7328	233.9	1.5
2937.52	540.5295	241.0	1.4
2938.17	541.0202	243.0	0.8
2938.61	541.3769	249.1	2.1
2939.27	541.9103	244.0	1.5
2939.71	542.2925	250.5	0.8
2940.47	542.9522	245.6	1.3
2940.82	543.2667	240.4	0.9
2941.91	544.2765	238.1	1.2
2943.01	545.3836	234.5	1.0
2943.66	546.0117	229.7	0.4
2944.12	546.4440	230.2	0.7
2945.22	547.4579	230.3	1.5
2946.32	548.4477	228.3	0.9
2947.42	549.4135	231.6	1.2
2948.52	550.3594	231.9	1.2
2949.62	551.2908	234.6	1.5
2950.53	552.0433	234.1	0.9
2951.82	553.0979	240.1	2.1
2952.92	553.9264	242.3	0.5
2954.02	554.7388	245.7	1.8
2955.12	555.5561	245.8	0.5
2956.22	556.3582	247.6	1.5
2957.32	557.1684	251.4	1.7
2958.42	557.9616	252.4	1.7
2959.52	558.7317	252.6	1.0
2960.62	559.5051	251.4	0.7
2961.72	560.2864	253.7	0.8
2962.82	561.0515	254.3	1.6
2963.92	561.8078	253.9	0.7
2965.01	562.5528	254.5	1.6
2966.12	563.3005	253.2	0.9
2967.19	564.0304	253.9	1.2
2968.32	564.8066	252.8	1.1
2969.42	565.5552	253.0	0.6
2970.52	566.3087	250.2	0.4
2971.62	567.0792	251.3	1.3
2972.71	567.8388	250.0	1.3
2973.82	568.6095	251.3	1.3
2974.92	569.3642	251.8	1.2
2976.02	570.1145	251.8	1.3
2977.12	570.8723	249.6	0.5
2978.22	571.6394	251.6	1.7
2979.32	572.4188	250.3	1.0
2980.41	573.1987	246.3	1.1
2981.52	573.9942	247.7	0.7
2982.62	574.7953	249.2	1.1
2983.72	575.6117	248.7	0.4
2984.82	576.4299	251.8	1.8
2985.92	577.2254	251.9	0.7
2987.02	578.0066	252.1	1.3
2988.12	578.8010	248.9	1.0
2989.22	579.5961	252.5	0.5
2990.32	580.4168	252.9	1.1
2991.42	581.2438	251.3	1.1
2992.52	582.0507	251.3	1.1
2993.62	582.8139	251.1	0.6
2994.72	583.5456	249.1	0.5
2995.82	584.2620	252.9	1.1
2996.92	584.9812	251.5	1.8
2997.65	585.4901	244.1	1.7
2998.02	585.7509	243.8	0.9
2998.66	586.2271	236.2	0.3
2999.12	586.5858	230.3	0.6
2999.76	587.1156	225.2	1.6
3000.22	587.5193	219.4	0.8
3000.86	588.1045	215.4	1.1
3001.32	588.5665	209.9	1.2
3002.05	589.3194	206.7	0.5
3002.42	589.7334	210.6	0.6
3005.26	592.8111	224.0	0.9
3005.72	593.3360	226.0	1.4
3006.45	594.1482	234.4	0.5
3006.82	594.5648	238.8	1.0
3007.46	595.2204	246.3	1.8
3007.92	595.6863	250.2	0.4
3008.56	596.2663	248.1	0.6
3009.02	596.6860	243.6	0.8
3009.57	597.1986	237.4	0.8
3010.85	598.4733	225.7	1.1
3011.22	598.8531	229.4	1.3
3011.87	599.5018	233.2	0.3
3012.28	599.8904	238.1	0.9
3012.96	600.5310	238.0	1.1
3013.42	600.9491	232.9	0.6
3014.06	601.5240	221.2	1.8
3014.52	601.9707	216.4	0.9
3015.25	602.7067	216.3	1.5
3015.62	603.1230	219.0	1.0
3016.26	603.8319	226.0	1.1
3016.72	604.3420	229.4	1.4
3017.82	605.5412	232.5	1.3
3018.92	606.6923	237.9	0.8
3020.02	607.8062	239.1	1.1
3021.12	608.8887	244.5	0.7
3022.19	609.9188	248.5	1.7
3023.32	610.9552	254.6	1.2
3024.42	611.9033	259.2	1.8
3025.52	612.8049	257.7	0.5
3026.62	613.6606	259.6	1.2
3027.72	614.5024	258.0	1.4
3028.82	615.3261	256.0	0.4
3029.92	616.1296	252.5	1.1
3031.02	616.9364	252.4	0.9
3032.09	617.7217	252.3	1.1
3033.22	618.5901	247.9	1.0
3034.32	619.4545	245.4	0.3
3035.42	620.3158	243.0	0.8
3036.52	621.1740	238.6	0.8
3037.62	622.0411	237.3	1.0
3038.26	622.5454	234.3	0.3
3038.72	622.9019	227.8	0.9
3039.36	623.3905	214.9	0.5
3039.82	623.7462	205.0	0.9
3040.53	624.3362	198.7	0.8
3040.92	624.6726	199.9	0.5
3041.65	625.4357	199.5	1.8
3042.01	625.8248	195.6	1.5
3042.74	626.7856	192.1	1.6
3043.12	627.2900	193.9	1.8
3043.74	628.1437	193.0	0.7
3044.22	628.8237	194.3	1.9
3044.93	629.8241	187.7	1.0
3045.32	630.3859	189.1	0.5
3046.05	631.4190	190.2	1.0
3046.42	631.9635	190.4	1.1
3047.12	632.9622	194.1	1.3
3047.52	633.5298	194.6	0.9
3048.16	634.4072	188.6	2.0
3048.62	635.0080	190.5	1.0
3049.36	635.9694	192.1	0.7
3049.72	636.4410	194.8	0.4
3050.45	637.3739	187.8	1.2
3050.82	637.8532	192.0	0.7
3051.55	638.7662	185.8	0.5
3051.92	639.2414	185.3	1.0
3052.56	640.0686	191.3	1.8
3053.02	640.6646	193.2	1.0
3053.73	641.5621	198.4	0.5
3054.12	642.0567	198.7	0.7
3054.85	642.9311	191.3	0.6
3055.22	643.3918	189.2	0.9
3055.93	644.2688	182.4	0.3
3056.32	644.7905	183.9	0.4
3056.96	645.6485	186.6	1.0
3057.42	646.2936	189.8	0.8
3058.13	647.2865	187.8	1.5
3058.52	647.8363	189.0	1.0
3059.25	648.8537	189.1	1.2
3059.61	649.3756	185.8	0.8
